0.2134,0.024699,0.028632,0.010167
0.29119,0.071622,0.17563,0.040833
0.13743,0.019154,0.024371,0.013333
0.32499,0.062354,0.13318,0.054
0.30502,0.086643,0.083101,0.023
0.40148,0.14405,0.19369,0.087833
0.27823,0.099661,0.11216,0.022
0.32983,0.08933,0.16306,0.045
0.13306,0.034379,0.034995,0.0098333
0.30198,0.094145,0.13835,0.053
0.67755,0.016514,0.090037,0.0046667
0.8238,0.018851,0.088496,0.0035
0.67916,0.017042,0.092887,0.0011667
0.6941,0.014142,0.08042,0.0035
0.69393,0.02216,0.12109,0.0165
0.70609,0.082455,0.12245,0.002
0.70621,0.083302,0.12068,0.0055
0.78149,0.085945,0.12393,0.00083333
0.71211,0.082001,0.11993,0.0023333
0.70916,0.098355,0.15755,0.058667
0.17087,0.049978,0.037312,0.019
0.68071,0.016028,0.091494,0.002
0.45354,0.36525,0.3608,0.36525
0.13899,0.084924,0.091034,0.109
